Ein Service des Knowledge-Hubs von Monitor Versorgungsforschung. Täglich automatisiert KI-kuratiert aus PubMed und auf Deutsch übersetzt.

Aufgenommen;Autor;Publiziert am;In PubMed seit;Journal;Jahr;Titel;Fragestellung;Ergebnis;Übertragbarkeit;PMID;PubMed-Link
2026-08-21;Wengemuth E et al.;05.08.2026;20.08.2026;Front Rehabil Sci;2026;Übergang von medizinischer zu beruflicher Rehabilitation in Deutschland: Erfahrungen der Rehabilitanden;Explorative Mixed-Methods-Studie über Erfahrungen von Rehabilitanden beim Übergang von medizinischer zu beruflicher Rehabilitation in Deutschland mit quantitativen und qualitativen Datenerfassungsmethoden.;"Von 61 Befragten berichteten etwa 50 %, über berufliche Rehabilitation während medizinischer Rehabilitation informiert worden zu sein; deutlich weniger erhielten praktische Unterstützung (z.B. Antragshilfe). Hausärzte und Fachärzte wurden von etwa 60 % als unterstützend empfunden, Arbeitgeber als am wenigsten hilfreich. Knapp zwei Drittel fühlten sich selbstbestimmt bei der Wahl und beim Beginn des beruflichen Rehabilitationsprogramms, einige berichteten aber von Druck. Mangelnde Kooperation zwischen Akteuren erschwerte den Übergang.";Deutsche Routinedaten, deutsches Rehabilitationssystem direkt relevant;42621103;https://pubmed.ncbi.nlm.nih.gov/42621103/
2026-08-21;Strand M et al.;18.08.2026;20.08.2026;BMC Health Serv Res;2026;Öffentliche Gesundheitskommunikation während COVID-19 in Stockholm: Community-Engagement für Migranten;Qualitative Studie über die Entwicklung und Umsetzung von Krisenkommunikationsmaterialien für migrationsgeprägte Gemeinschaften in Stockholm während der COVID-19-Pandemie.;Vier Hauptthemen zeigten zeitliche Entwicklung: Frühe Phase fokussierte auf Sprachübersetzung standardisierter Botschaften, verlagerte sich aber zu dialogbasierter Einbindung. Wichtige Erkenntnisse waren Vertrauensaufbau durch Community-Stakeholder, Adressierung struktureller Barrieren statt fehlenden Verständnisses, Stigmabekämpfung und kreative Problemlösung. Viele Fachleute äußerten Bedenken, dass etablierte Netzwerke und gewonnene Erkenntnisse verloren gingen.;Skandinavien, steuerfinanziert: Erkenntnisse zu Prozessen und Patientenperspektive übertragbar;42618922;https://pubmed.ncbi.nlm.nih.gov/42618922/
2026-08-21;Lamu AN et al.;13.08.2026;14.08.2026;Med Decis Making;2026;Abbildung der HoNOS auf die EQ-5D-5L zur QALY-Berechnung in der Psychiatrie;Mapping-Studie zur Vorhersage von EQ-5D-5L-Werten aus der Health of the Nation Outcome Scales (HoNOS) bei Erwachsenen mit schweren psychischen Erkrankungen für die gesundheitsökonomische Bewertung.;"Vier ökonometrische Verfahren wurden getestet; das Fractional Regression Model (FRM) zeigte beste Performance. In der 10-fach-Kreuzvalidierung mit deutschen EQ-5D-5L-Werten erreichte FRM: RMSE=0,2204, MAE=0,1622, r²=36,5 %. Das Modell ermöglicht QALY-Schätzungen aus HoNOS-Daten und eröffnet wirtschaftliche Bewertungen von psychischen Gesundheitsinterventionen, wenn nur HoNOS-Informationen verfügbar sind.";Deutschland, methodisches Instrument für deutschsprachige Gesundheitsökonomie;42596686;https://pubmed.ncbi.nlm.nih.gov/42596686/
2026-08-20;Noorland SA et al.;19.08.2026;19.08.2026;Nurs Outlook;2026;Vorbereitung auf zukünftige Pandemien: Befähigung und Unterstützungsbedarf des Pflegepersonals im Querschnitt;Eine niederländische Querschnittsstudie untersuchte die mentale Leistungsfähigkeit des Pflegepersonals für zukünftige Pandemien, deren psychische Gesundheit nach COVID-19 und deren Vorlieben für psychosoziale Unterstützung.;90,4 % fühlten sich mental fähig, während einer zukünftigen Pandemie zu arbeiten. Die mentale Gesundheit war generell gut (Median MHI-5: 84) und positiv assoziiert mit höherer wahrgenommener Fähigkeit. Das Personal bevorzugte Peer-basierte Unterstützung (Gruppengespräche, moralische Fallberatungen, Partnerschaft mit Kollegen) gegenüber Einzelgesprächen und Stressmanagement-Schulungen.;Niederlande, vergleichbares Sozialversicherungssystem, hohe Übertragbarkeit für Pflegepersonalentwicklung;42617414;https://pubmed.ncbi.nlm.nih.gov/42617414/
2026-08-20;Bouchmal S et al.;19.08.2026;19.08.2026;J Med Internet Res;2026;Datensouveränität in der Langzeitpflege: Mixed-Methods-Studie zur Reifegradbeurteilung;Eine niederländische Mixed-Methods-Studie in drei Langzeitpflege-Organisationen untersuchte deren Fähigkeit zur Nutzung von Daten für Entscheidungen und Qualitätsverbesserungen.;Organisationen wiesen niedrige Datenreife auf. Bereiche Strategie, Governance und Datenqualität waren durchgehend niedrig. Vier Themen wurden identifiziert: fehlende klare Vision (Datenreife niedrig), Datenkultur als Voraussetzung, begrenzte Interdisziplinarität und Infrastruktur- sowie kulturelle Hürden hemmen nachhaltige Nutzung.;Niederlande, Langzeitpflege-Setting, hohe Übertragbarkeit auf deutsche Altenheime;42617155;https://pubmed.ncbi.nlm.nih.gov/42617155/
2026-08-20;Hagen G et al.;19.08.2026;19.08.2026;Rheumatology (Oxford);2026;Kosteneffektivität der Herpes-zoster-Impfung bei rheumatoider Arthritis;Eine norwegische Markov-Modellierungsstudie bewertete die Kosteneffektivität der adjuvantierten rekombinanten Zoster-Impfung (RZV) bei RA-Patienten.;RZV vermied 2.550 HZ-Fälle und 1.303 PHN-Fälle pro 10.000 RA-Patienten, ICER von 11.205 EUR/QALY (unter Schwellenwert von 23.650 EUR/QALY). Probabilistische Analyse zeigte 98 % Wahrscheinlichkeit der Kosteneffektivität. Sensitivitätsanalysen zeigten Robustheit der Ergebnisse.;Norwegen, skandinavisches Steuersystem, gut übertragbar für Vakzinations- und Preventiv-Fragen;42616666;https://pubmed.ncbi.nlm.nih.gov/42616666/
2026-08-20;Aluh DO et al.;19.08.2026;19.08.2026;Soc Psychiatry Psychiatr Epidemiol;2026;Förderung von Autonomie in Zwangsbetreuung: Vergleichende Analyse europäischer Gesetze in 27 Ländern;Vergleichende Analyse von Gesetzen aus 27 europäischen Jurisdiktionen zu Autonomie-fördernden Bestimmungen bei Zwangsbetreuung unter Berücksichtigung der UN-Behindertenrechtskonvention.;"Alle 27 Legislationen beinhalten Maßnahmen zum Legalitätsprinzip, Berufungsrecht und rechtliche Unterstützung; Advance Healthcare Directives und Supported Decision-Making waren seltener verankert; Verfahrensschutzgarantien sind etabliert, aber signifikante Varianz bei anderen Autonomie-fördernden Mechanismen bleibt bestehen.";Europäische Legislationen inklusive Deutschland, Österreich, Schweiz;42616064;https://pubmed.ncbi.nlm.nih.gov/42616064/
2026-08-20;Gedefaw A et al.;17.08.2026;19.08.2026;BMC Health Serv Res;2026;Resilienz der Impfversorgung in Äthiopien während COVID-19: Dezentralisierung schützt vor Ausfällen;Eine äthiopische Längsschnittstudie verglich die Impfversorgung über 18 Krankenhäuser, 132 Gesundheitszentren und 532 Gesundheitsposten während und vor der Pandemie.;Gesamtimpfquote stieg um 9,72 % (p=0,006) in den ersten 6 Monaten. Krankenhäuser fielen um 5,2 % ab (p=0,449), Gesundheitszentren stiegen um 7,96 % (p=0,015) und Posten um 11,5 % (p=0,002). Dezentralisierte Strukturen absorbierten Nachfrage nach Spitalauställen.;Äthiopien, Low-Income-Setting - begrenzte Übertragbarkeit auf deutsche Strukturen mit anderen Ressourcen;42613610;https://pubmed.ncbi.nlm.nih.gov/42613610/
2026-08-20;Bikova M et al.;14.08.2026;19.08.2026;BMC Health Serv Res;2026;UN-Dekade für gesundes Altern: Perspektiven von älteren Menschen und Fachkräften in Norwegen;Eine norwegische qualitative Fallstudie mit 23 Interviews (Ältere, Fachkräfte, Entscheidungsträger) untersuchte die Umsetzung der UN-Decade of Healthy Ageing.;Kernthemen: Strategien zur Selbstbestimmung, ambivalente Alterswahrnehmung, Herausforderungen der Gesundheitsdienste. Digitalisierung als Barriere für inklusive Teilhabe identifiziert. Digitale Inklusion, intergenerationale Ansätze und Bekämpfung von Alterismus empfohlen.;Norwegen, steuerfinanziertes System, mittel übertragbar für Fragen zur Versorgungsstruktur und Partizipation;42613606;https://pubmed.ncbi.nlm.nih.gov/42613606/
2026-08-19;Thake M et al.;13.08.2026;18.08.2026;Gen Hosp Psychiatry;2026;Diagnostische Genauigkeit des PHQ-9 in der hausärztlichen Praxis bei Patienten mit Depressionsrisiken;Studie zur diagnostischen Genauigkeit des PHQ-9 für die Erkennung von Major Depression bei Hausarztpatienten mit unterschiedlichen Depressionsrisikofaktoren.;"PHQ-9 zeigte hohe diagnostische Genauigkeit (AUC 0,92–0,97) in Primärversorgung. Optimal-Cutoffs variierten je nach Risikofaktoren (7–13 Punkte). Sensitivität 0,78–0,99; Spezifität 0,80–0,91; NPW 0,80–0,99. Ergebnisse unterstützen risikoadaptiertes Screening mittels PHQ-9 in der Hausarztpraxis.";Deutsche Routinedaten aus Primärversorgung, gesetzlich Versicherte;42612565;https://pubmed.ncbi.nlm.nih.gov/42612565/
2026-08-19;Utsch M et al.;12.08.2026;18.08.2026;BMC Health Serv Res;2026;PROMIS GH-10 als Patient-Reported Outcome Maß in Rehabilitationskliniken: Mixed-Methods-Studie zur Implementierungseignung;Erprobung des PROMIS GH-10 zur Messung patientenberichteter Gesundheitsergebnisse in stationärer Schweizer Rehabilitation mit Fokus auf Responsivität und praktische Umsetzbarkeit.;"2.083 Patienten, 1.217 vollständige Messungen. Signifikante Verbesserungen: Physische Gesundheit d=0,68 (p<0,001); Psychische Gesundheit d=0,48 (p<0,001). Effektstärken je Setting 0,50–0,95 bzw. 0,33–1,19. 41% der Patienten brauchten Unterstützung. Barrieren: Unsicherheit über Nutzen, fehlende Ressourcen. PROMIS GH-10 zeigte adäquate Responsivität.";Schweiz, Sozialversicherungssystem, direkt auf deutsches System übertragbar;42608694;https://pubmed.ncbi.nlm.nih.gov/42608694/
2026-08-19;Gurisch C et al.;12.08.2026;18.08.2026;BMC Health Serv Res;2026;Kosten-Nutzen-Parameter für Magnet®-Zertifizierung in deutschen Krankenhäusern;Analyse relevanter Parameter für eine Kosten-Nutzen-Analyse der Magnet®-Designation (Organisationsintervention zur Verbesserung der Pflegefachkräftearbeitsbedingungen) im deutschen Kontext.;Potenzielle Kosten: ANCC-Gebühren, Benchmarking, Fortbildungen, Ressourcen und Datenverwaltung. Kostenersparnisse durch: Verbesserung pflegefachkraftsensibler Indikatoren, Personalindikatoren, Krankenhausleistung. Für Deutschland zusätzlich relevant: Kosten der Akademisierung von Pflegekräften und Datenmanagement. Erhebliche Datenlücken bremsen aktuelle Kosten-Nutzen-Analyse.;"Deutschland, deutsches Krankenhaussystem; deutsche Stakeholder-Interviews";42608687;https://pubmed.ncbi.nlm.nih.gov/42608687/
2026-08-19;Oeltjen LK et al.;11.08.2026;18.08.2026;BMC Health Serv Res;2026;Erfahrungen von Nutzern mit Kriseninterventionen und Peer-Support in der Psychiatrie: qualitative Studie;Qualitative Studie über Erfahrungen von Menschen mit schweren psychischen Erkrankungen während psychiatrischer Kriseninterventionen mit oder ohne Peer-Unterstützung.;25 Interviews. Als hilfreich erlebt: empathisches Zuhören, ruhige Kommunikation, transparente Erklärungen, Partizipation in Entscheidungen. Als belastend: konfrontative Kommunikation, unzureichende Information. Peer-Support: überwiegend positiv wahrgenommen wegen Authentizität und Hoffnungsgebung. Erfahrungen mit Polizei ambivalent. Strukturfaktoren (Kontinuität, Warteumgebung) prägten Erlebnis.;"Deutschland (Bremen), deutsches Sektor-Setting der Psychiatrie; qualitativ hochrelevant";42608682;https://pubmed.ncbi.nlm.nih.gov/42608682/
2026-08-19;Skaare-Fatland K et al.;12.08.2026;17.08.2026;Patient Prefer Adherence;2026;Vorhersagefaktoren von Überzeugungen zu Antipsychotika bei Psychosestörungen: longitudinale Beobachtungsstudie;Longitudinale Studie über Faktoren, die Notwendigkeits- und Besorgnis-Überzeugungen bezüglich antipsychotischer Medikamente bei psychotischen Störungen vorhersagen (12-Monats-Follow-up).;"Baseline (N=310): Höhere Medikations-Unterstützung assoziiert mit höheren Notwendigkeits-Scores (β=0,18; 95% KI 0,04–0,33) und niedriger Besorgnis (β=-0,29; 95% KI -0,42 bis -0,16). Nach 12 Monaten: Notwendigkeits-Scores fielen (β=-0,35; 95% KI -0,60 bis -0,11), Besorgnis stiegen (β=0,25; 95% KI 0,05–0,45). Höhere Symptombelastung und Nebenwirkungen mit höherer Besorgnis assoziiert.";"Skandinavien (Norwegen), steuerfinanziert; Prozesse und Patientenperspektive relevant";42605315;https://pubmed.ncbi.nlm.nih.gov/42605315/
2026-08-18;Jayasinghe K et al.;17.08.2026;17.08.2026;Clin J Am Soc Nephrol;2026;Genomische Testung in der Nephrologie: Mainstreaming als effektives Versorgungsmodell;"Beobachtungsstudie an vier Zentren zur Evaluierung eines ""hub and spoke""-Modells für genomische Testung bei Nierenkrankheiten mit Schulung niedergelassener Nephrologen.";"1.028 genomische Tests wurden durchgeführt (diagnostische Ausbeute 34%); ähnlich erfolgreich in Zentren (32%) und bei lokalen Nephrologen (38%). Der Anteil der Tests in Mainstream-Nephrologie-Settings stieg von 23% auf 74%, während die Absolutzahlen in Spezialkliniken stabil blieben.";Australische Daten, aber Implementierungsrahmen systemunabhängig auf deutsches Versorgungssystem übertragbar;42606900;https://pubmed.ncbi.nlm.nih.gov/42606900/
2026-08-18;Schubert KM et al.;17.08.2026;17.08.2026;JAMA Neurol;2026;Sicherheit von Antikonvulsiva unter direkten oralen Antikoagulanzien bei Epilepsie;Retrospektive Kohortenstudie mit TriNetX-Daten zu Thromboembolie-, Blutungs- und Mortalitätsrisiken verschiedener Antikonvulsiva bei Epilepsiepatienten unter DOAC-Therapie.;"Levetiracetam war mit erhöhtem thromboembolischem Risiko assoziiert (HR 1,98; 95% CI 1,37–2,87) und höherer Mortalität (HR 1,60; 95% CI 1,23–2,08). Starke Enzym-induzierende ASMs zeigten erhöhtes thromboembolisches Risiko (HR 1,55), aber niedrigere Blutungsrate (HR 0,62).";Internationale TriNetX-Daten, Arzneisicherheit-Fragestellung systemunabhängig relevant;42606848;https://pubmed.ncbi.nlm.nih.gov/42606848/
2026-08-17;Leung LB et al.;16.08.2026;16.08.2026;Milbank Q;2026;Expansion von Telehealth-Regelungen in US-Medicaid-Programmen 2018–2023: Legal-Mapping-Studie;50-Staaten-Analyse zur Adoption von Telehealth-Richtlinien in Medicaid-Programmen und deren mögliche Einflussfaktoren.;"Durchschnittlich 2,7 Telehealth-Richtlinien je Bundesstaat (SD 1,4); Audiotelefonie in 43 Staaten eingeführt; schnellste Adoption 2020–2021; Adoption unabhängig von Ländlichkeit, Fachkräftemangel, Medicaid-Expansion oder Internetverfügbarkeit (alle p ≥ 0,07).";Nur bedingt: US-Medicaid-System, Fragestellung aber systemunabhängig;42604452;https://pubmed.ncbi.nlm.nih.gov/42604452/
2026-08-17;Kind B et al.;13.08.2026;13.08.2026;Acta Derm Venereol;2026;Reale Effektivität und Sicherheit von Lebrikizumab bei atopischer Dermatitis: TREATgermany-Registerdaten;Prospektive Evaluierung von Lebrikizumab (IL-13-Inhibitor) bei atopischer Dermatitis in deutschen Dermatologie-Praxen mit Effectiveness-Daten zur Routineversorgung.;"80 Patienten mit Follow-up; EASI-Score sank von Baseline 14,8 auf 5,6 (Monat 3) und 3,0 (Monat 6); PP-NRS von 6,6 auf 3,8 und 3,4; DLQI von 11,9 auf 4,9 und 4,8; Nebenwirkungen bei 26,6 % (Konjunktivitis 20,3 %); EASI-75 in Kohorte mit EASI≥16 bei 60 % (M3) und 70 % (M6).";Deutsche Routinedaten (TREATgermany-Registry);42593155;https://pubmed.ncbi.nlm.nih.gov/42593155/
2026-08-17;Seliger C et al.;11.08.2026;11.08.2026;Cancer Treat Res Commun;2026;Mortalität von Hirntumor-Patienten in zertifizierten Onkologiezentren versus Nicht-Zentren: Deutschland;Kohortenstudie mit 62.735 GKV-Patienten und 5.196 Patienten aus klinischen Krebsregistern zu Überleben nach Behandlung in zertifizierten vs. nicht-zertifizierten Krankenhäusern.;"91,9 % der SHI-Patienten nicht in neuro-onkologischen Zentren behandelt; adjustierte Cox-Regression zeigte verbessertes Gesamtüberleben in zertifizierten Zentren (HR SHI 0,93, 95%-KI 0,86–1,00; HR KKR 0,84, 95%-KI 0,76–0,93); ältere Patienten und höhere WHO-Grade profilierten besonders.";Deutsche Routinedaten, gesetzlich Versicherte + Krebsregister;42580197;https://pubmed.ncbi.nlm.nih.gov/42580197/
2026-08-16;Mediavilla R et al.;08.08.2026;16.08.2026;Lancet Reg Health Eur;2026;Arbeitsbedingungen und psychische Gesundheit bei Ärztinnen und Ärzten sowie Pflegekräften in der EU: Querschnittsstudie;Die Studie untersuchte Zusammenhänge zwischen Arbeitsbedingungen und psychischer Gesundheit bei 90.171 Gesundheitsberuflern aus 28 EU-Staaten, Island und Norwegen im Zeitraum Oktober 2024 bis April 2025.;30% zeigten depressive Symptome, 23% Angstsymptome, 13% suizidale Gedanken. Physische Gewalt betraf 10% der Ärzte und 18% der Pflegekräfte. Ungünstige Arbeitsbedingungen korreliertten mit schlechterer psychischer Gesundheit (adjustierte Prävalenzratios 0,98-1,94), während Jobressourcen positive Effekte zeigten (PR 1,06-0,56).;Europäische Daten, systemisch vergleichbar mit Deutschland;42604020;https://pubmed.ncbi.nlm.nih.gov/42604020/
2026-08-16;Liu S et al.;14.08.2026;14.08.2026;Circ Popul Health Outcomes;2026;Tage zu Hause nach Herzinsuffizienzspitalisierung in Singapur: Trends und Equity 2011-2019;Die Studie untersuchte zeitliche Trends in Days Alive and Out of Hospital (DAOH) nach erster Hospitalisierung wegen Herzinsuffizienz mit reduzierter Auswurffraktion und prüfte Unterschiede zwischen Altersgruppen, Geschlecht und Ethnizität.;"Von 10.147 Patienten (Medianalter 68,9 Jahre; 31,5% weiblich) verbesserte sich die 1-Jahres-DAOH von 291,7 auf 301,0 Tage (1,16 Tage pro Jahr; p<0,001), während 30-Tage-DAOH stabil blieb (p=0,554). Die Rückgangsraten bei herzinsuffizienzbedingten Readmissionen waren bei Männern steiler als bei Frauen. 1-Jahres-DAOH-Gewinne waren bei Patienten malaiischer Abstammung größer als bei chinesischen Patienten.";;42596879;https://pubmed.ncbi.nlm.nih.gov/42596879/
2026-08-16;von Fritsch L et al.;28.07.2026;13.08.2026;Cancers (Basel);2026;Chirurgische Therapie bei Pankreaskarzinom im Alter ≥80 Jahren: Nutzen-Risiko-Analyse;"Vergleichende Analyse von 3016 Pankreaskarzinom-Patienten (≤65 Jahre: n=944; 66-79 Jahre: n=1535; ≥80 Jahre: n=537) aus deutschen Krebsregistern 2015-2023 bezüglich Behandlungsmuster und Überleben.";Anteil Patienten ≥80 Jahre stieg von 15% (2015) auf 32% (2023). 24% der operierten Oktogenare erhielten adjuvante Chemotherapie. Overall Survival und disease-free Survival waren schlechter als in jüngeren Kohorten. Oktogenare mit alleiniger Operation oder Chemotherapie hatten vergleichbare Überlebensraten wie palliativ behandelte Patienten.;Deutsche Krebsregisterdaten, gesetzlich Versicherte;42588642;https://pubmed.ncbi.nlm.nih.gov/42588642/
2026-08-16;Bohnert K et al.;08.08.2026;11.08.2026;BMC Health Serv Res;2026;Erlebte integrierte Versorgung für Kinder mit Sonderbedarf in Deutschland: PART-CHILD-Kohortenstudie;Querschnittsanalyse von 459 Betreuungspersonen von Kindern mit Sonderbedarf zu ihrer Erfahrung mit integrierten Versorgungsangeboten und Zusammenhänge mit soziodemografischen, gesundheits- und netzwerkbezogenen Faktoren.;"Durchschnittliche Bewertung Teamqualität/Kommunikation 4,1±1,1 (Skala bis 9), Aufmerksamkeit für Familienbelastung 2,3±1,1. Höhere unmet needs assoziiert mit niedrigerer Teamqualität (≥5 unmet needs: β=-0,83; 95%-KI -1,28 bis -0,38). Größere Versorgungsnetzwerke (6-10 Anbieter) positiv mit Familienaufmerksamkeit (β=0,38; 95%-KI 0,07-0,70).";Deutsche Daten, gesetzlich versicherte Bevölkerung;42576220;https://pubmed.ncbi.nlm.nih.gov/42576220/
2026-08-15;Frost L et al.;14.08.2026;14.08.2026;Open Heart;2026;Elektrische Kardioversion bei Vorhofflimmern: nationale Trends in Dänemark 2010-2022;Die Studie untersuchte zeitliche Trends in der Nutzung von elektrischer Kardioversion bei Patienten mit Vorhofflimmern in Dänemark über 12 Jahre.;"Die Gesamtzahl der Kardioversionen pro Jahr stieg von 2204 (2010) auf 8300 (2022) um das Vierfache; die altersadjustierte und geschlechterstandardisierte Rate sank jedoch von 449,5 auf 316,6 pro 1000 Personenjahre im ersten Jahr nach Diagnose, was auf eine gezieltere Einsatzweise hindeutet.";;42601168;https://pubmed.ncbi.nlm.nih.gov/42601168/
2026-08-15;Rosario B et al.;14.08.2026;14.08.2026;JMIR Rehabil Assist Technol;2026;Machbarkeit von S-Patch versus 24-Stunden-Holter bei älteren Erwachsenen mit Stürzen: randomisierte Crossover-Pilotstudie;Die Studie verglich Machbarkeit, Verträglichkeit und Adhärenz eines neuen tragbaren EKG-Geräts (S-Patch) mit Standard-Holter-Monitoring bei älteren Patienten mit Sturzrisiko.;"Bei 70 Patienten (45,7% mit kognitiver Beeinträchtigung) zeigte S-Patch längere durchschnittliche Tragedauer (>60 Stunden, signifikant länger wenn zuerst angewendet: 68,8 vs. 62,9 Stunden; p=0,04) mit vergleichbaren Arrhythmie-Erkennungsraten und guter Verträglichkeit auch bei kognitiv beeinträchtigten Patienten.";;42600137;https://pubmed.ncbi.nlm.nih.gov/42600137/
2026-08-15;Mutashar A et al.;14.08.2026;14.08.2026;Int J Qual Health Care;2026;Entwicklung konsensbasierter Sicherheits- und Qualitäsindikatoren für sicheren Opioid-Einsatz in Krankenhäusern mittels modifizierter Delphi-Methode;Die Studie entwickelte einen Katalog von Indikatoren zur Überwachung der Sicherheit und Qualität des Opioid-Einsatzes in australischen Krankenhäusern durch ein multidisziplinäres Expertengremium.;Von 34 bewerteten Indikatoren erreichten 17 Konsens für Wichtigkeit und Durchführbarkeit (Antwortquoten: Round 1 91%, Treffen 50%, Round 2 77%), was ein praktikables Werkzeug zur Verbesserung der Opioid-Medikamentensicherheit ermöglicht.;;42599219;https://pubmed.ncbi.nlm.nih.gov/42599219/
2026-08-15;Chee DS et al.;22.07.2026;14.08.2026;Resusc Plus;2026;Inzidenz, Ätiologien und Überlebensoutcomes von pädiatrischen außerklinischen Herzstillständen in Singapur;Die Studie beschrieb Inzidenz, Ursachen und Überlebensraten von Herzstillständen bei Kindern in Singapur von 2010-2021 mittels der PAROS-Registry.;"Von 414 Patienten betrug die Gesamtinzidenz 4,62 pro 100.000 Personenjahre (höchste Rate bei Säuglingen <1 Jahr: 33,5 pro 100.000), Bystander-CPR-Rate 64,5%, häufigste Ursachen Atemwegsobstruktion (21%), Ertrinken (20,2%) und Trauma (18,5%); 30-Tage-Überlebensrate 11,1%, gutes neurologisches Ergebnis (CPC 1-2) 8,0% mit Verbesserung 2019-2021 (aOR 4,34; 95% CI 1,09-17,22; p=0,037).";;42598112;https://pubmed.ncbi.nlm.nih.gov/42598112/
2026-08-15;Huang Y et al.;14.08.2026;14.08.2026;J Glob Health;2026;Rolle von Life's Essential 8 in der Assoziation von Nachtschichtarbeit mit kardiovaskulären Erkrankungen: prospektive UK-Biobank-Kohorte;Die Studie untersuchte die Assoziation zwischen Nachtschichtarbeit und kardiovaskulären Erkrankungen sowie die vermittelnde Rolle des Life's Essential 8-Lebensstilscores bei 131.844 Erwerbstätigen.;"Über einen Median-Follow-up von 13,78 Jahren entwickelten 29,7% kardiovaskuläre Erkrankungen und 4,2% starben; Patienten mit permanenten Nachtschichten hatten erhöhtes Risiko für kardiovaskuläre Erkrankungen (HR=1,24; 95% CI 1,18-1,31), Gesamtmortalität (HR=1,23; 95% CI 1,07-1,41) und Myokardinfarkt (HR=1,29; 95% CI 1,09-1,51); Life's Essential 8 vermittelte 39,2% der kardiovaskulären Assoziation und 33,1% der Mortalität.";;42596889;https://pubmed.ncbi.nlm.nih.gov/42596889/
2026-08-15;Kanter J et al.;24.07.2026;14.08.2026;BMC Health Serv Res;2026;Implementierung eines umfassenden Sichelzellzentrums führt zu verbessertem Zugang und reduzierter Notfallversorgung;Die Studie evaluierte die Auswirkungen der Implementierung eines multidisziplinären erwachsenen Sichelzellzentrums auf Ambulanznutzung und Notfallverlagerung in Alabama.;"Die ambulante Klinikpopulation wuchs um mehr als das Dreifache auf 810 Patienten (2024), Infusions-Therapiebesuche stiegen um das Fünfzehnfache; durchschnittliche acute-care-Besuche pro Person/Jahr sanken signifikant von 2,11 auf 1,26 (p<0,001), während routinemäßige ambulante Besuche von 2,65 auf 5,32 stiegen.";;42596005;https://pubmed.ncbi.nlm.nih.gov/42596005/
2026-08-14;Austen S et al.;13.08.2026;13.08.2026;J Am Med Dir Assoc;2026;Dokumentationslücke bei eingeschränkter Gelenkbeweglichkeit in Pflegeheimen;Die Studie untersuchte die Dokumentation von Gelenkbewegungseinschränkungen und schmerzenden Gelenken bei Pflegeheimbewohnern im Vergleich zur standardisierten klinischen Untersuchung.;Bei 69% der Bewohner wurde eine eingeschränkte Gelenkbeweglichkeit festgestellt, aber nur in 4% der Fälle dokumentiert. Die Hüftbeweglichkeit war in 51% der Fälle limitiert, wurde aber in keinem Fall dokumentiert. Bewohner mit nicht dokumentierten Bewegungseinschränkungen zeigten signifikant höhere funktionelle Abhängigkeit beim Umlagern (p < 0,001).;;42594509;https://pubmed.ncbi.nlm.nih.gov/42594509/
2026-08-14;Everett E et al.;13.08.2026;13.08.2026;JMIR Diabetes;2026;Emotionale Belastung durch Alarme bei Diabetes-Technologien;Die Studie verglich die Alarmhäufigkeit, emotionale Belastung und Verhaltensreaktionen auf Alarme zwischen Nutzern von kontinuierlichen Glukosemessgeräten, sensorunterstützten Pumpen und automatisierten Insulinabgabesystemen.;Von 838 Befragten berichteten Nutzer von automatisierten Systemen die höchste Alarmfrequenz (49% mehrmals täglich vs. 35% bzw. 32% in anderen Gruppen, p < 0,001). Nach Adjustment zeigte sich ein erhöhtes Risiko für häufige Alarme (OR 1,98, 95% KI 1,48–2,65) und Überkorrektionen bei niedriger Glukose (OR 1,61, 95% KI 1,20–2,15) bei automatisierten Systemen.;;42594259;https://pubmed.ncbi.nlm.nih.gov/42594259/
2026-08-14;Briggs AH et al.;13.08.2026;13.08.2026;Pharmacoecon Open;2026;Chronic Kidney Disease Care Model zur Verbesserung von Patientenergebnissen;Die Studie beschreibt ein Entscheidungsmodell zur Quantifizierung von Managementstrategien bei chronischer Nierenerkrankung und deren Kosteneffektivität in den USA.;Unter Standardbehandlung werden 15% der Patienten von Ursachen unabhängig von Nierenerkrankung sterben (nach durchschnittlich 12 Jahren). Mit optimierter Behandlung erhöht sich dieser Anteil auf 20% (nach 14 Jahren). Leitliniengerechte Behandlung ohne Verzögerung führt zu 0,68 QALYs Lebenszeitgewinn bei Kosten von 47.800 USD pro Patient.;;42593670;https://pubmed.ncbi.nlm.nih.gov/42593670/
2026-08-14;Goodrich GK et al.;13.08.2026;13.08.2026;Med Care;2026;Algorithmen zur Identifikation klinisch beabsichtigter Medikamentenabsetzungen;Die Studie entwickelte algorithmische Verfahren zur Identifikation absichtlicher Medikamentenabsetzungen mittels Textsuche und klinischen Daten für fünf Arzneimittelgruppen.;Für die Validierungsstichproben betrugen Sensitivität und Spezifität für den vollständigen Algorithmus: orale Antidiabetika 80% und 85% (n=467), Statine 75% und 95% (n=282), Antihypertensiva 82% und 75% (n=599), Blasen-Antimuscarinergika 77% und 80% (n=80), Antikoagulanzien 74% und 78% (n=160).;;42593400;https://pubmed.ncbi.nlm.nih.gov/42593400/
